19.04.2024 00:17:53;4,6,5,4,2;None;0;0
 19.04.2024 00:17:54;4,6,5,4,2;None;0;0
 19.04.2024 00:17:54;4,6,5,4,2;None;0;0
 19.04.2024 00:17:54;4,4,4,4,2;None;0;0
 19.04.2024 00:17:54;2,4,6,4,2;None;0;0
 19.04.2024 00:17:54;4,6,6,4,2;None;0;0
 19.04.2024 00:17:54;4,4,5,4,2;None;0;0
 19.04.2024 00:17:54;2,4,6,4,2;None;0;0
 19.04.2024 00:17:55;4,4,5,4,2;None;0;0
 19.04.2024 00:17:55;4,4,5,4,2;None;0;0
 19.04.2024 00:17:55;2,6,5,4,2;None;0;0
 19.04.2024 00:17:55;2,6,4,4,2;None;0;0
 19.04.2024 00:17:55;4,6,6,4,2;None;0;0
 19.04.2024 00:17:55;4,6,4,4,2;None;0;0
 19.04.2024 00:17:56;4,4,6,4,2;None;0;0
 19.04.2024 00:17:56;4,4,0,4,2;None;0;0
 19.04.2024 00:17:56;4,4,4,4,2;None;0;0
 19.04.2024 00:17:56;4,6,4,3,2;None;0;0
 19.04.2024 00:17:56;2,6,6,4,2;None;0;0
 19.04.2024 00:17:56;4,6,4,4,1;None;0;0
 19.04.2024 00:17:56;4,4,4,4,2;None;0;0
 19.04.2024 00:18:00;2,6,5,4,2;None;0;0
 19.04.2024 00:18:00;2,6,5,4,2;None;0;0
 19.04.2024 00:18:00;2,6,5,4,2;None;0;0
 19.04.2024 00:18:00;4,6,6,4,2;None;0;0
 19.04.2024 00:18:00;8,4,5,4,2;None;0;0
 19.04.2024 00:18:00;6,4,5,4,2;None;0;0
 19.04.2024 00:18:00;4,4,4,4,2;None;0;0
 19.04.2024 00:18:01;4,4,2,4,2;None;0;0
 19.04.2024 00:18:01;2,4,6,5,2;None;0;0
 19.04.2024 00:18:01;4,6,4,4,2;None;0;0
 19.04.2024 00:18:01;4,6,6,4,1;None;0;0
 19.04.2024 00:18:01;4,6,4,4,2;None;0;0
 19.04.2024 00:18:01;4,4,2,4,2;None;0;0
 19.04.2024 00:18:02;8,4,4,4,1;None;0;0
 19.04.2024 00:18:02;4,4,5,4,1;None;0;0
 19.04.2024 00:18:02;4,4,1,4,2;None;0;0
 19.04.2024 00:18:02;2,4,5,4,2;None;0;0
 19.04.2024 00:18:02;6,6,5,4,2;None;0;0
 19.04.2024 00:18:02;4,4,6,4,2;None;0;0
 19.04.2024 00:18:02;2,4,4,4,2;None;0;0
 19.04.2024 00:18:03;4,6,4,4,2;None;0;0
 19.04.2024 00:18:03;2,4,4,3,2;None;0;0
 19.04.2024 00:18:03;2,6,5,3,1;None;0;0
 19.04.2024 00:18:03;4,4,5,4,2;None;0;0
 19.04.2024 00:18:03;4,6,4,4,1;None;0;0
 19.04.2024 00:18:03;8,4,4,4,2;None;0;0
 19.04.2024 00:18:03;2,4,4,4,2;None;0;0
 19.04.2024 00:18:04;4,4,5,4,2;None;0;0
 19.04.2024 00:18:04;4,6,3,4,2;None;0;0
 19.04.2024 00:18:04;2,6,6,4,2;None;0;0
 19.04.2024 00:18:04;2,6,5,4,2;None;0;0
 19.04.2024 00:18:04;4,6,5,4,2;None;0;0
 19.04.2024 00:18:04;4,6,3,4,2;None;0;0
 19.04.2024 00:18:05;6,6,5,4,2;None;0;0
 19.04.2024 00:18:05;4,6,6,3,1;None;0;0
 19.04.2024 00:18:05;4,4,5,4,2;None;0;0
 19.04.2024 00:18:05;4,4,5,4,1;None;0;0
 19.04.2024 00:18:05;4,4,3,4,2;None;0;0
 19.04.2024 00:18:05;4,4,3,4,2;None;0;0
 19.04.2024 00:18:05;4,4,5,4,2;None;0;0
 19.04.2024 00:18:06;6,4,0,4,2;None;0;0
 19.04.2024 00:18:06;4,4,3,4,1;None;0;0
 19.04.2024 00:18:06;4,4,4,4,2;None;0;0
 19.04.2024 00:18:06;4,4,4,4,2;None;0;0
 19.04.2024 00:18:06;4,6,6,4,2;None;0;0
 19.04.2024 00:18:06;4,4,5,3,2;None;0;0
 19.04.2024 00:18:07;2,4,6,3,2;None;0;0
 19.04.2024 00:18:07;4,6,3,4,2;Crash;0;0
 19.04.2024 00:18:07;2,4,5,3,2;None;0;0
 19.04.2024 00:18:07;4,4,4,4,2;Crash;0;0
 19.04.2024 00:18:07;4,4,2,5,2;None;0;0
 19.04.2024 00:18:07;2,6,6,4,2;Crash;0;0
 19.04.2024 00:18:07;4,4,3,4,2;None;0;0
 19.04.2024 00:18:08;2,6,5,4,2;Crash;0;0
 19.04.2024 00:18:08;4,4,5,3,2;Crash;0;0
 19.04.2024 00:18:08;4,6,5,4,2;Crash;0;0
 19.04.2024 00:18:08;4,6,5,4,2;Crash;0;0
 19.04.2024 00:18:08;4,4,5,4,2;None;0;0
