18.04.2024 23:59:31;4,6,5,5,2;None;0;0
 18.04.2024 23:59:31;4,6,5,4,2;None;0;0
 18.04.2024 23:59:31;4,4,4,4,2;None;0;0
 18.04.2024 23:59:31;4,4,2,4,2;None;0;0
 18.04.2024 23:59:32;4,4,3,4,2;None;0;0
 18.04.2024 23:59:32;2,6,5,4,2;None;0;0
 18.04.2024 23:59:32;4,6,4,4,1;None;0;0
 18.04.2024 23:59:32;4,4,5,4,2;None;0;0
 18.04.2024 23:59:32;2,4,5,4,1;None;0;0
 18.04.2024 23:59:32;4,6,3,4,2;None;0;0
 18.04.2024 23:59:32;12,6,5,4,1;None;0;0
 18.04.2024 23:59:33;6,4,4,4,2;None;0;0
 18.04.2024 23:59:33;4,4,5,4,2;None;0;0
 18.04.2024 23:59:33;8,6,5,4,2;None;0;0
 18.04.2024 23:59:33;4,4,5,4,2;None;0;0
 18.04.2024 23:59:33;4,4,3,4,2;None;0;0
 18.04.2024 23:59:33;2,4,4,4,1;None;0;0
 18.04.2024 23:59:34;4,4,0,4,2;None;0;0
 18.04.2024 23:59:34;4,6,4,4,2;None;0;0
 18.04.2024 23:59:34;4,6,4,4,2;None;0;0
 18.04.2024 23:59:34;6,4,5,3,1;None;0;0
 18.04.2024 23:59:44;8,4,4,4,2;None;0;0
 18.04.2024 23:59:45;4,4,4,4,2;None;0;0
 18.04.2024 23:59:45;6,4,3,3,2;None;0;0
 18.04.2024 23:59:45;4,4,6,4,2;None;0;0
 18.04.2024 23:59:45;6,4,3,4,2;None;0;0
 18.04.2024 23:59:45;4,4,4,3,1;None;0;0
 18.04.2024 23:59:46;4,4,6,4,1;None;0;0
 18.04.2024 23:59:46;4,6,5,4,2;None;0;0
 18.04.2024 23:59:46;4,4,3,4,2;None;0;0
 18.04.2024 23:59:46;4,6,4,4,2;None;0;0
 18.04.2024 23:59:46;4,6,5,4,2;None;0;0
 18.04.2024 23:59:46;4,6,5,4,2;None;0;0
 18.04.2024 23:59:46;4,4,4,4,2;None;0;0
 18.04.2024 23:59:47;4,4,4,4,2;None;0;0
 18.04.2024 23:59:47;4,4,5,4,2;None;0;0
 18.04.2024 23:59:47;2,4,5,4,2;None;0;0
 18.04.2024 23:59:47;4,4,5,4,2;None;0;0
 18.04.2024 23:59:47;4,4,5,4,2;None;0;0
 18.04.2024 23:59:47;4,4,4,4,2;None;0;0
 18.04.2024 23:59:48;8,4,5,4,1;None;0;0
 18.04.2024 23:59:48;4,4,5,4,2;None;0;0
 18.04.2024 23:59:48;4,6,5,4,2;None;0;0
 18.04.2024 23:59:48;4,6,2,4,2;None;0;0
 18.04.2024 23:59:48;6,6,4,4,2;None;0;0
 18.04.2024 23:59:48;4,6,4,4,2;None;0;0
 18.04.2024 23:59:48;2,4,5,4,1;None;0;0
 18.04.2024 23:59:49;4,6,4,4,2;None;0;0
 18.04.2024 23:59:49;4,6,5,4,2;None;0;0
 18.04.2024 23:59:49;0,6,9,4,2;None;0;0
 18.04.2024 23:59:49;2,6,5,4,1;None;0;0
 18.04.2024 23:59:49;2,4,6,4,1;None;0;0
 18.04.2024 23:59:49;4,4,6,3,1;None;0;0
 18.04.2024 23:59:50;4,6,3,4,2;None;0;0
 18.04.2024 23:59:50;2,6,6,4,1;None;0;0
 18.04.2024 23:59:50;4,4,6,4,2;None;0;0
 18.04.2024 23:59:50;2,4,5,4,1;None;0;0
 18.04.2024 23:59:50;4,6,4,4,2;None;0;0
 18.04.2024 23:59:50;4,4,1,4,2;None;0;0
 18.04.2024 23:59:50;4,6,5,5,2;None;0;0
 18.04.2024 23:59:51;2,6,4,4,2;None;0;0
 18.04.2024 23:59:51;4,4,4,3,1;None;0;0
 18.04.2024 23:59:51;4,6,5,4,2;None;0;0
 18.04.2024 23:59:51;2,6,5,4,2;None;0;0
 18.04.2024 23:59:51;4,6,3,4,2;None;0;0
 18.04.2024 23:59:51;2,4,4,4,1;None;0;0
 18.04.2024 23:59:52;6,4,4,4,1;None;0;0
 18.04.2024 23:59:52;4,6,3,4,2;None;0;0
 18.04.2024 23:59:52;2,6,5,4,1;None;0;0
 18.04.2024 23:59:52;4,4,4,4,1;None;0;0
 18.04.2024 23:59:52;4,4,4,4,1;None;1;0
 18.04.2024 23:59:52;4,6,4,4,2;None;1;0
 18.04.2024 23:59:52;4,6,2,3,1;None;1;0
 18.04.2024 23:59:53;4,6,4,4,2;None;1;0
 18.04.2024 23:59:53;4,6,3,4,2;None;1;0
 18.04.2024 23:59:53;4,6,4,4,2;None;1;0
 18.04.2024 23:59:53;4,4,5,4,2;None;1;0
 18.04.2024 23:59:53;4,4,4,4,2;None;1;0
 18.04.2024 23:59:53;2,4,5,4,2;None;1;0
 18.04.2024 23:59:54;4,6,4,3,2;None;1;0
 18.04.2024 23:59:54;2,4,5,4,2;None;1;0
 18.04.2024 23:59:54;4,4,4,4,2;None;1;0
 18.04.2024 23:59:54;2,6,6,4,2;None;1;0
 18.04.2024 23:59:54;4,4,4,4,2;None;1;0
 18.04.2024 23:59:54;6,6,5,4,2;None;1;0
 18.04.2024 23:59:54;4,4,5,4,1;None;1;0
 18.04.2024 23:59:55;4,6,3,4,2;None;1;0
 18.04.2024 23:59:55;6,6,4,4,2;None;1;0
 18.04.2024 23:59:55;4,6,5,4,2;None;1;0
 18.04.2024 23:59:55;4,4,4,4,2;None;1;0
 18.04.2024 23:59:55;0,4,4,4,2;None;1;0
 18.04.2024 23:59:55;2,4,5,4,1;None;1;0
 18.04.2024 23:59:56;6,6,6,4,2;None;1;0
 18.04.2024 23:59:56;2,6,5,3,1;None;1;0
 18.04.2024 23:59:56;2,4,5,4,2;None;1;0
 18.04.2024 23:59:56;4,6,4,4,2;None;1;0
 18.04.2024 23:59:56;8,6,4,4,2;None;1;0
 18.04.2024 23:59:56;2,6,3,4,2;None;2;0
 18.04.2024 23:59:56;6,4,0,4,1;None;2;0
 18.04.2024 23:59:57;2,6,5,4,1;None;2;0
 18.04.2024 23:59:57;4,4,4,4,2;None;2;0
 18.04.2024 23:59:57;4,4,4,4,2;None;2;0
 18.04.2024 23:59:57;4,6,4,4,2;None;2;0
 18.04.2024 23:59:57;4,6,4,5,2;None;2;0
 18.04.2024 23:59:57;4,4,5,4,2;None;2;0
 18.04.2024 23:59:58;4,4,5,4,2;None;2;0
 18.04.2024 23:59:58;4,4,5,4,2;None;2;0
 18.04.2024 23:59:58;4,6,5,4,2;None;2;0
 18.04.2024 23:59:58;2,6,4,4,2;None;2;0
 18.04.2024 23:59:58;6,6,4,4,2;None;2;0
 18.04.2024 23:59:58;4,6,0,4,1;None;2;0
 18.04.2024 23:59:58;4,4,3,4,2;None;2;0
 18.04.2024 23:59:59;2,4,5,4,2;None;2;0
 18.04.2024 23:59:59;4,4,5,4,2;None;2;0
 18.04.2024 23:59:59;4,6,4,4,1;None;2;0
 18.04.2024 23:59:59;2,6,3,4,2;None;2;0
 18.04.2024 23:59:59;8,4,3,4,2;None;2;0
 18.04.2024 23:59:59;4,4,3,4,2;None;2;0
 19.04.2024 00:00:00;4,4,5,4,2;None;2;0
 19.04.2024 00:00:00;4,6,5,4,2;None;2;0
 19.04.2024 00:00:00;4,6,4,4,2;None;2;0
 19.04.2024 00:00:00;2,4,5,4,2;None;2;0
 19.04.2024 00:00:00;4,4,4,3,2;None;2;0
 19.04.2024 00:00:00;4,4,2,4,2;None;2;0
 19.04.2024 00:00:00;4,4,5,4,2;None;2;0
 19.04.2024 00:00:01;2,4,5,4,2;None;2;0
 19.04.2024 00:00:01;2,6,5,4,2;None;2;0
 19.04.2024 00:00:01;2,6,5,4,2;None;0;0
 19.04.2024 00:00:01;8,6,4,4,2;None;0;0
 19.04.2024 00:00:01;4,4,4,4,2;None;0;0
 19.04.2024 00:00:01;4,6,5,4,2;None;0;0
 19.04.2024 00:00:02;4,6,5,4,2;None;0;0
 19.04.2024 00:00:02;4,6,5,4,2;None;0;0
 19.04.2024 00:00:02;2,4,5,4,2;None;0;0
 19.04.2024 00:00:02;2,4,4,4,2;None;0;0
 19.04.2024 00:00:02;2,4,4,4,2;None;0;0
 19.04.2024 00:00:02;4,6,5,4,1;None;0;0
 19.04.2024 00:00:02;4,6,4,4,2;None;0;0
 19.04.2024 00:00:03;6,4,4,4,2;None;0;0
 19.04.2024 00:00:03;6,4,3,4,2;None;0;0
 19.04.2024 00:00:03;4,4,4,4,2;None;0;0
 19.04.2024 00:00:03;4,4,0,4,2;None;0;0
 19.04.2024 00:00:03;4,4,3,4,2;None;0;0
 19.04.2024 00:00:03;6,4,0,3,2;None;0;0
 19.04.2024 00:00:04;6,4,2,4,2;None;0;0
 19.04.2024 00:00:04;4,6,5,4,2;None;0;0
 19.04.2024 00:00:04;2,4,5,4,2;None;0;0
 19.04.2024 00:00:04;4,4,3,4,2;None;0;0
 19.04.2024 00:00:04;4,6,0,3,2;None;0;0
 19.04.2024 00:00:04;4,4,5,4,1;None;0;0
 19.04.2024 00:00:04;4,4,5,4,1;None;0;0
 19.04.2024 00:00:05;4,6,4,4,2;None;0;0
 19.04.2024 00:00:05;0,6,5,4,2;None;0;0
 19.04.2024 00:00:05;4,6,4,4,1;None;0;0
 19.04.2024 00:00:05;4,4,5,4,1;None;0;0
 19.04.2024 00:00:05;4,4,5,4,2;None;0;0
 19.04.2024 00:00:05;4,4,5,4,2;None;0;0
 19.04.2024 00:00:06;2,4,4,4,2;None;0;0
 19.04.2024 00:00:06;4,4,5,4,2;None;0;0
 19.04.2024 00:00:06;4,4,5,4,2;None;0;0
 19.04.2024 00:00:06;2,6,5,4,2;None;0;0
 19.04.2024 00:00:06;4,4,5,4,2;None;0;0
 19.04.2024 00:00:06;4,6,4,4,2;None;0;0
 19.04.2024 00:00:06;4,4,3,4,2;None;0;0
 19.04.2024 00:00:07;4,4,0,4,2;None;0;0
 19.04.2024 00:00:07;4,4,5,4,2;None;0;0
 19.04.2024 00:00:07;2,4,4,4,2;None;0;0
 19.04.2024 00:00:07;4,4,3,4,1;None;0;0
 19.04.2024 00:00:07;4,4,4,4,2;None;0;0
